课程,学分,任课教师,职称,上课班级,上课班级名称,人数/班级,上课群组名称,行政班级,周次,节次,上课地点,承担单位
大学英语（二）,3,陈立娟,讲师（高校）,015157,,28/1,,医学四年类1803,1-16,50102,外语网络楼116,大学外语部
大学英语（二）,3,邱香玲,副教授,015158,,28/1,,医学四年类1804,1-16,10304,外语网络楼451,大学外语部
大学英语（二）,3,邱香玲,副教授,015158,,28/1,,医学四年类1804,1-16,50708,外语网络楼116,大学外语部
大学英语（二）,3,刘喜荣,讲师（高校）,015159,,23/1,,医学四年类1811,1-16,10102,外语网络楼103,大学外语部
大学英语（二）,3,刘喜荣,讲师（高校）,015159,,23/1,,医学四年类1811,1-16,40102,外语网络楼449,大学外语部
大学英语（二）,3,蒋小燕,副教授,015160,,17/1,,医学四年类1801,1-16,50304,外语网络楼231,大学外语部
大学英语（二）,3,蒋小燕,副教授,015160,,17/1,,医学四年类1801,1-16,30102,外语网络楼103,大学外语部
大学英语（二）,3,陈武云,副教授,015161,,23/1,,医学四年类1812,1-16,10102,外语网络楼224,大学外语部
大学英语（二）,3,陈武云,副教授,015161,,23/1,,医学四年类1812,1-16,50304,A座222,大学外语部
大学英语（二）,3,刘喜荣,讲师（高校）,015162,,28/1,,医学四年类1809,1-16,40304,外语网络楼449,大学外语部
大学英语（二）,3,刘喜荣,讲师（高校）,015162,,28/1,,医学四年类1809,1-16,10506,外语网络楼103,大学外语部
大学英语（二）,3,刘晓,讲师（高校）,015163,,26/1,,医学四年类1806,1-16,10102,外语网络楼454,大学外语部
大学英语（二）,3,刘晓,讲师（高校）,015163,,26/1,,医学四年类1806,1-16,30304,外语网络楼103,大学外语部
大学英语（二）,3,谢芸,讲师（高校）,015164,,22/1,,医学四年类1813,1-16,50102,外语网络楼103,大学外语部
大学英语（二）,3,谢芸,讲师（高校）,015164,,22/1,,医学四年类1813,1-16,20708,外语网络楼444,大学外语部
大学英语（二）,3,朱妮娅,讲师（高校）,015165,,29/1,,医学四年类1808,1-16,40708,外语网络楼224,大学外语部
大学英语（二）,3,朱妮娅,讲师（高校）,015165,,29/1,,医学四年类1808,1-16,10102,外语网络楼114,大学外语部
大学英语（二）,3,冯彤,副教授,015166,,23/1,,医学四年类1810,1-16,40304,外语网络楼103,大学外语部
大学英语（二）,3,冯彤,副教授,015166,,23/1,,医学四年类1810,1-16,10102,外语网络楼229,大学外语部
大学英语（二）,3,黄懿,讲师（高校）,015167,,25/1,,医学四年类1807,1-16,10102,外语网络楼444,大学外语部
大学英语（二）,3,黄懿,讲师（高校）,015167,,25/1,,医学四年类1807,1-16,40102,A座124,大学外语部
大学英语（二）,3,刘晓,讲师（高校）,015168,,27/1,,医学四年类1805,1-16,10304,外语网络楼454,大学外语部
大学英语（二）,3,刘晓,讲师（高校）,015168,,27/1,,医学四年类1805,1-16,40102,外语网络楼104,大学外语部
数据库技术与应用（一）,3,田琪,副教授,015171,,103/4,,"医学四年类1806,医学四年类1804,医学四年类1805,医学四年类1813",1-12,10506,B座212,计算机基础教学中心
数据库技术与应用（一）,3,田琪,副教授,015171,,103/4,,"医学四年类1806,医学四年类1804,医学四年类1805,医学四年类1813",1-12,30910,B座212,计算机基础教学中心
数据库技术与应用（一）,3,邵自然,讲师（高校）,015179,,69/3,,"医学四年类1811,医学四年类1810,医学四年类1812",1-12,30304,B座114,计算机基础教学中心
数据库技术与应用（一）,3,邵自然,讲师（高校）,015179,,69/3,,"医学四年类1811,医学四年类1810,医学四年类1812",1-12,20708,B座114,计算机基础教学中心
数据库技术与应用（一）,3,周肆清,副教授,015180,,82/3,,"医学四年类1807,医学四年类1809,医学四年类1808",1-12,40506,B座311,计算机基础教学中心
数据库技术与应用（一）,3,周肆清,副教授,015180,,82/3,,"医学四年类1807,医学四年类1809,医学四年类1808",1-12,20708,B座311,计算机基础教学中心
中国近现代史纲要,3,李斌,副教授,015184,,78/3,,"医学四年类1807,医学四年类1806,医学四年类1805","1,3,5,7,9,11,13,15-16",30102,B座214,史纲教研中心
中国近现代史纲要,3,李斌,副教授,015185,,68/3,,"医学四年类1813,医学四年类1811,医学四年类1812","1,3,5,7,9,11,13,15-16",20506,A座317,史纲教研中心
中国近现代史纲要,3,李斌,副教授,015186,,94/4,,"医学四年类1803,医学四年类1804,医学四年类1801,医学四年类1802","1,3,5,7,9,11,13,15-16",10102,B座214,史纲教研中心
中国近现代史纲要,3,李斌,副教授,015191,,80/3,,"医学四年类1808,医学四年类1810,医学四年类1809","1,3,5,7,9,11,13,15-16",20304,B座214,史纲教研中心
高等数学C2（二）,4,张佃中,副教授,015196,,94/4,,"医学四年类1804,医学四年类1801,医学四年类1802,医学四年类1803",1-16,40102,B座113,高等数学教学研究中心
高等数学C2（二）,4,张佃中,副教授,015196,,94/4,,"医学四年类1804,医学四年类1801,医学四年类1802,医学四年类1803",1-16,20708,B座112,高等数学教学研究中心
高等数学C2（二）,4,张美媛,讲师（高校）,015201,,97/4,,"医学四年类1811,医学四年类1812,医学四年类1809,医学四年类1810",1-16,20102,C座206,高等数学教学研究中心
高等数学C2（二）,4,张美媛,讲师（高校）,015201,,97/4,,"医学四年类1811,医学四年类1812,医学四年类1809,医学四年类1810",1-16,40708,C座206,高等数学教学研究中心
高等数学C2（二）,4,张美媛,讲师（高校）,015202,,107/4,,"医学四年类1806,医学四年类1807,医学四年类1805,医学四年类1808",1-16,10708,C座206,高等数学教学研究中心
高等数学C2（二）,4,张美媛,讲师（高校）,015202,,107/4,,"医学四年类1806,医学四年类1807,医学四年类1805,医学四年类1808",1-16,40304,C座206,高等数学教学研究中心
生物化学实验C,1.5,"刘灿华,汤立军","讲师（高校）,研究员",015218,,91/4,,"医学四年类1811,医学四年类1812,医学四年类1813,医学四年类1810",1-14,305060708,,生物化学系
有机化学实验C,1.5,唐瑞仁,教授,015234,,21/1,,医学四年类1802,2-16,405060708,,有机及高分子化学系
有机化学实验C,1.5,蒋历辉,讲师,015235,,28/1,,医学四年类1803,2-16,405060708,,有机及高分子化学系
有机化学实验C,1.5,蓝敏焕,特聘教授,015236,,28/1,,医学四年类1804,2-16,501020304,,有机及高分子化学系
有机化学实验C,1.5,蒋玉仁,教授,015237,,23/1,,医学四年类1811,2-16,509101112,,有机及高分子化学系
有机化学实验C,1.5,陈国辉,副教授,015238,,17/1,,医学四年类1801,2-16,405060708,,有机及高分子化学系
有机化学实验C,1.5,蒋历辉,讲师,015239,,23/1,,医学四年类1812,2-16,509101112,,有机及高分子化学系
有机化学实验C,1.5,蒋历辉,讲师,015240,,28/1,,医学四年类1809,2-16,505060708,,有机及高分子化学系
有机化学实验C,1.5,孙晓毅,副教授,015241,,26/1,,医学四年类1806,2-16,501020304,,有机及高分子化学系
有机化学实验C,1.5,孙晓毅,副教授,015242,,22/1,,医学四年类1813,2-16,401020304,,有机及高分子化学系
有机化学实验C,1.5,蒋玉仁,教授,015243,,29/1,,医学四年类1808,2-16,505060708,,有机及高分子化学系
有机化学实验C,1.5,陈国辉,副教授,015244,,23/1,,医学四年类1810,2-16,509101112,,有机及高分子化学系
有机化学实验C,1.5,李晓如,教授,015245,,25/1,,医学四年类1807,2-16,505060708,,有机及高分子化学系
有机化学实验C,1.5,唐瑞仁,教授,015246,,27/1,,医学四年类1805,2-16,501020304,,有机及高分子化学系
护理心理学,1.5,"易巧云,曾慧","副教授,教授",015252,,45/2,,"医学四年类1812,医学四年类1813",1-16,20910,A座207,人文护理系
护理心理学,1.5,"曾慧,易巧云","教授,副教授",015257,,46/2,,"医学四年类1811,医学四年类1810",1-16,50506,A座218,人文护理系
护理伦理学,1.5,"郭佳,孙玫","副教授,副教授",015265,,0/2,,"医学四年类1813,医学四年类1812",1-12,20304,A座208,临床护理系
护理伦理学,1.5,"孙玫,郭佳","副教授,副教授",015270,,0/2,,"医学四年类1811,医学四年类1810",1-12,10910,B座112,临床护理系
生物化学C,3.5,"何海伦,钟慧","教授,副教授",015278,,45/2,,"医学四年类1812,医学四年类1813",1-14,50708,C座209,生物化学系
生物化学C,3.5,"何海伦,钟慧","教授,副教授",015278,,45/2,,"医学四年类1812,医学四年类1813",1-14,40506,B座214,生物化学系
生物化学C,3.5,"马昌杯,汤立军","特聘副教授,研究员",015283,,46/2,,"医学四年类1811,医学四年类1810",1-14,50102,B座312,生物化学系
生物化学C,3.5,"马昌杯,汤立军","特聘副教授,研究员",015283,,46/2,,"医学四年类1811,医学四年类1810",1-14,20910,B座312,生物化学系
有机化学C,3.5,陈国辉,副教授,015287,,83/3,,"医学四年类1803,医学四年类1805,医学四年类1804",1-14,10910,,有机及高分子化学系
有机化学C,3.5,陈国辉,副教授,015287,,83/3,,"医学四年类1803,医学四年类1805,医学四年类1804",1-14,50506,C座303,有机及高分子化学系
有机化学C,3.5,陈国辉,副教授,015290,,38/2,,"医学四年类1802,医学四年类1801",1-14,40304,A座217,有机及高分子化学系
有机化学C,3.5,陈国辉,副教授,015290,,38/2,,"医学四年类1802,医学四年类1801",1-14,50102,A座217,有机及高分子化学系
有机化学C,3.5,于金刚,教授,015291,,45/2,,"医学四年类1812,医学四年类1813",1-14,30102,A座220,有机及高分子化学系
有机化学C,3.5,于金刚,教授,015291,,45/2,,"医学四年类1812,医学四年类1813",1-14,50506,A座220,有机及高分子化学系
有机化学C,3.5,黄健涵,教授,015293,,51/2,,"医学四年类1806,医学四年类1807",1-14,10910,C座403,有机及高分子化学系
有机化学C,3.5,黄健涵,教授,015293,,51/2,,"医学四年类1806,医学四年类1807",1-14,40708,C座404,有机及高分子化学系
有机化学C,3.5,刘丰良,副教授,015295,,57/2,,"医学四年类1809,医学四年类1808",1-14,40102,A座218,有机及高分子化学系
有机化学C,3.5,刘丰良,副教授,015295,,57/2,,"医学四年类1809,医学四年类1808",1-14,50910,A座218,有机及高分子化学系
有机化学C,3.5,刘丰良,副教授,015296,,46/2,,"医学四年类1811,医学四年类1810",1-14,50708,A座218,有机及高分子化学系
有机化学C,3.5,刘丰良,副教授,015296,,46/2,,"医学四年类1811,医学四年类1810",1-14,30102,A座218,有机及高分子化学系
宏观经济学,3,李康祥,讲师（高校）,015304,,65/2,,"经济管理类1807,经济管理类1808",1-12,20708,B座319,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,李康祥,讲师（高校）,015304,,65/2,,"经济管理类1807,经济管理类1808",1-12,40708,B座320,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,黎翠梅,教授,015305,,63/2,,"经济管理类1806,经济管理类1805",1-12,40304,D座101,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,黎翠梅,教授,015305,,63/2,,"经济管理类1806,经济管理类1805",1-12,20708,B座318,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,钟美瑞,副教授,015306,,35/1,,经济管理类1813,1-12,10102,B座319,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,钟美瑞,副教授,015306,,35/1,,经济管理类1813,1-12,30910,B座302,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,祝平衡,讲师（高校）,015309,,69/2,,"经济管理类1810,经济管理类1809",1-12,20910,B座304,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,祝平衡,讲师（高校）,015309,,69/2,,"经济管理类1810,经济管理类1809",1-12,50304,B座319,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,冷俊峰,副教授,015313,,69/2,,"经济管理类1812,经济管理类1811",1-12,60102,B座303,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,冷俊峰,副教授,015313,,69/2,,"经济管理类1812,经济管理类1811",1-12,20910,B座303,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,黎翠梅,教授,015316,,57/2,,"经济管理类1803,经济管理类1804",1-12,20910,B座302,国际商务与贸易系（国际经济与贸易专业）
宏观经济学,3,黎翠梅,教授,015316,,57/2,,"经济管理类1803,经济管理类1804",1-12,50910,B座302,国际商务与贸易系（国际经济与贸易专业）
生物技术与生命,2,刘佳佳,教授,015321,,0/0,,,1-16,40910,B座208,化学化工学院
药与健康,2,李春华,副教授,015322,,0/0,,,1-16,40910,C座310,化学化工学院
化学史,2,邓飞跃,副教授,015323,,0/0,,,1-16,40910,C座105,化学化工学院
新能源概论,2,王海燕,副教授,015324,,0/0,,,1-16,40910,D座207,化学化工学院
食品营养与健康,2,李战辉,工程师,015325,,0/0,,,1-16,40910,C座410,化学化工学院
感恩教育与生态环境,2,张鹏飞,副教授,015326,,0/0,,,1-16,40910,B座113,化学化工学院
名侦探柯南与化学探秘,2,徐海,特聘副教授,015327,,0/0,,,1-16,40910,B座315,化学化工学院
空间解析几何,3,邓松海,副教授,015328,,0/2,,"信科1801,信科1802",9-16,50708,D座203,应用数学与应用软件系
空间解析几何,3,邓松海,副教授,015328,,0/2,,"信科1801,信科1802",9-16,30910,D座203,应用数学与应用软件系
空间解析几何,3,邓松海,副教授,015328,,0/2,,"信科1801,信科1802",9-16,10910,D座203,应用数学与应用软件系
西方经济学概论,2,王璨,副教授,015330,,0/0,,,1-16,40910,B座214,商学院
基础会计学,2,卢佳友,副教授,015333,,0/0,,,1-16,40910,B座409,商学院
金融学,2,田美玉,副教授,015334,,0/0,,,1-16,40910,B座210,商学院
经贸谈判,2,田晖,教授,015335,,0/0,,,1-16,40910,B座411,商学院
人力资源管理,2,郑海元,副教授,015337,,0/0,,,1-16,40910,B座212,商学院
传统文化与管理智慧,2,刘健,讲师（高校）,015338,,0/0,,,1-16,40910,B座302,商学院
博弈论解说,2,洪开荣,教授,015339,,0/0,,,1-16,40910,C座207,商学院
公司战略管理,2,姚海琳,副教授,015340,,0/0,,,1-16,40910,B座517,商学院
企业管理,2,蔡立燕,副教授,015342,,0/0,,,1-16,40910,A座110,商学院
管理沟通艺术与技巧,2,蒋美仕,教授,015360,,0/0,,,1-16,40910,C座308,公共管理学院
趣味哲学,2,徐陶,副教授,015361,,0/0,,,1-16,40910,B座318,公共管理学院
哲学思想与人文关怀,2,米满月,副教授,015362,,0/0,,,1-16,40910,A座101,公共管理学院
公共关系学,2,周五香,讲师（高校）,015365,,0/0,,,1-16,40910,B座218,公共管理学院
社会心理学,2,刘忠泉,讲师（高校）,015366,,0/0,,,1-16,40910,B座408,公共管理学院
行政领导学,2,"欧阳辰星,彭忠益,刘芳","讲师（高校）,教授,高级统计师",015369,,0/0,,,1-16,40910,B座108,公共管理学院
儒家文化,2,谭忠诚,副教授,015372,,0/0,,,1-16,40910,D座130,公共管理学院
管理心理学,2,欧阳万福,讲师（高校）,015373,,0/0,,,1-16,40910,A座201,公共管理学院
孙子兵法与现代管理,2,丁瑞莲,教授,015379,,0/0,,,1-16,40910,C座108,公共管理学院
西方哲学与趣味人生,2,杨俊,讲师（高校）,015380,,0/0,,,1-16,40910,B座418,公共管理学院
公共政策学,2,刘学平,副教授,015381,,0/0,,,1-16,40910,B座309,公共管理学院
