课程,学分,任课教师,职称,上课班级,上课班级名称,人数/班级,上课群组名称,行政班级,周次,节次,上课地点,承担单位
土木工程材料A,3,李益进,副教授,004433,,33/1,,铁道1701,3-16,10506,A座207,土木工程材料研究所
土木工程材料A,3,胡晓波,教授,004434,,28/1,,铁道1703,3-16,40304,A座220,土木工程材料研究所
土木工程材料A,3,胡晓波,教授,004434,,28/1,,铁道1703,3-16,10102,A座220,土木工程材料研究所
土木工程材料A,3,李益进,副教授,004435,,34/1,,铁道1702,3-16,40304,A座206,土木工程材料研究所
土木工程材料A,3,李益进,副教授,004435,,34/1,,铁道1702,3-16,10102,A座117,土木工程材料研究所
工程测量A,2.5,宋占峰,副教授,004436,,67/2,,"铁道1702,铁道1701",1-8,50304,A座101,道路工程系
工程测量A,2.5,宋占峰,副教授,004436,,67/2,,"铁道1702,铁道1701",1-8,20102,A座101,道路工程系
工程测量A,2.5,宋占峰,副教授,004437,,55/2,,"铁道1703,土木天佑1701",1-8,50102,A座101,道路工程系
工程测量A,2.5,宋占峰,副教授,004437,,55/2,,"铁道1703,土木天佑1701",1-8,20304,A座101,道路工程系
结构力学A（一）,3.5,肖方红,副教授,004439,,95/3,,"铁道1703,铁道1702,铁道1701",1-14,10708,A座119,力学系
结构力学A（一）,3.5,肖方红,副教授,004439,,95/3,,"铁道1703,铁道1702,铁道1701",1-14,30910,A座122,力学系
材料力学B,4.5,刘长文,副教授,004442,,33/1,,铁道1701,1-16,10304,A座318,力学系
材料力学B,4.5,刘长文,副教授,004442,,33/1,,铁道1701,1-16,40102,A座318,力学系
材料力学B,4.5,刘长文,副教授,004442,,33/1,,铁道1701,9-16,50506,A座206,力学系
材料力学B,4.5,王修琼,副教授,004443,,28/1,,铁道1703,1-16,20708,A座102,力学系
材料力学B,4.5,王修琼,副教授,004443,,28/1,,铁道1703,1-16,10506,B座309,力学系
材料力学B,4.5,王修琼,副教授,004443,,28/1,,铁道1703,9-16,50506,A座103,力学系
材料力学B,4.5,王涛,副教授,004444,,34/1,,铁道1702,1-16,10304,B座309,力学系
材料力学B,4.5,王涛,副教授,004444,,34/1,,铁道1702,9-16,50708,A座202,力学系
材料力学B,4.5,王涛,副教授,004444,,34/1,,铁道1702,1-16,30102,B座309,力学系
钢结构设计原理A,3,周凌宇,教授,004450,,62/2,,"土木国际1702,土木国际1701",1-8,50304,B座111,建筑工程系
钢结构设计原理A,3,周凌宇,教授,004450,,62/2,,"土木国际1702,土木国际1701",1-8,20708,B座213,建筑工程系
钢结构设计原理A,3,周凌宇,教授,004450,,62/2,,"土木国际1702,土木国际1701",1-8,10910,B座111,建筑工程系
混凝土结构设计原理A,4,杨剑,副教授,004452,,62/2,,"土木国际1701,土木国际1702","2-8,11-14",50708,B座313,桥梁工程系
混凝土结构设计原理A,4,杨剑,副教授,004452,,62/2,,"土木国际1701,土木国际1702","2-8,11-14",20102,B座313,桥梁工程系
混凝土结构设计原理A,4,杨剑,副教授,004452,,62/2,,"土木国际1701,土木国际1702","2-8,11-14",40506,B座313,桥梁工程系
交通工程,1.5,"李军,孙晓,宋占峰","副教授,讲师（高校）,副教授",004454,,0/2,,"土木国际1702,土木国际1701","6-8,11",50910,C座407,道路工程系
交通工程,1.5,"李军,孙晓,宋占峰","副教授,讲师（高校）,副教授",004454,,0/2,,"土木国际1702,土木国际1701","6-8,11",40708,C座407,道路工程系
交通工程,1.5,"李军,孙晓,宋占峰","副教授,讲师（高校）,副教授",004454,,0/2,,"土木国际1702,土木国际1701","6-8,11",20910,C座407,道路工程系
工程测量A,2.5,"孙晓,李军","讲师（高校）,副教授",004456,,62/2,,"土木国际1701,土木国际1702",1-8,30102,A座104,道路工程系
工程测量A,2.5,"孙晓,李军","讲师（高校）,副教授",004456,,62/2,,"土木国际1701,土木国际1702",1-8,10708,A座104,道路工程系
土力学,2.5,肖源杰,副教授,004458,,62/2,,"土木国际1702,土木国际1701",1-8,50506,A座103,岩土工程系
土力学,2.5,肖源杰,副教授,004458,,62/2,,"土木国际1702,土木国际1701",1-8,40304,A座103,岩土工程系
土力学,2.5,肖源杰,副教授,004458,,62/2,,"土木国际1702,土木国际1701",1-8,20304,A座103,岩土工程系
工程地质A,2.5,李政莲,讲师（高校）,004459,,30/1,,土木国际1702,1-7,50102,A座218,岩土工程系
工程地质A,2.5,李政莲,讲师（高校）,004459,,30/1,,土木国际1702,1-7,30910,A座218,岩土工程系
工程地质A,2.5,李政莲,讲师（高校）,004459,,30/1,,土木国际1702,1-7,10304,A座218,岩土工程系
工程地质A,2.5,肖武权,副教授,004460,,32/1,,土木国际1701,1-7,50102,A座208,岩土工程系
工程地质A,2.5,肖武权,副教授,004460,,32/1,,土木国际1701,1-7,30910,A座208,岩土工程系
工程地质A,2.5,肖武权,副教授,004460,,32/1,,土木国际1701,1-7,10304,A座103,岩土工程系
土木工程材料A,3,"谢友均,马聪","教授,特聘副教授",004466,,27/1,,土木天佑1701,3-16,10708,A座207,土木工程材料研究所
土木工程材料A,3,"谢友均,马聪","教授,特聘副教授",004466,,27/1,,土木天佑1701,3-16,30910,A座207,土木工程材料研究所
结构力学A（一）,3.5,黄方林,教授,004468,,27/1,,土木天佑1701,1-14,30102,A座102,力学系
结构力学A（一）,3.5,黄方林,教授,004468,,27/1,,土木天佑1701,1-14,10506,A座102,力学系
材料力学B,4.5,邹春伟,教授,004469,,27/1,,土木天佑1701,9-16,20304,A座122,力学系
材料力学B,4.5,邹春伟,教授,004469,,27/1,,土木天佑1701,1-16,40102,A座122,力学系
材料力学B,4.5,邹春伟,教授,004469,,27/1,,土木天佑1701,1-16,10304,A座122,力学系
创新创业导论,2,葛秋萍,教授,004474,,53/3,,"物流1701,消防1702,消防1701",1-16,20304,A座317,创新创业教研室
房屋建筑学,2,熊伟,副教授,004476,,27/2,,"消防1701,消防1702",7-14,10506,A座206,建筑工程系
房屋建筑学,2,熊伟,副教授,004476,,27/2,,"消防1701,消防1702",7-14,40102,A座206,建筑工程系
安全系统工程,2,王飞跃,副教授,004478,,27/2,,"消防1701,消防1702",1-8,10304,A座220,消防工程系
安全系统工程,2,王飞跃,副教授,004478,,27/2,,"消防1701,消防1702",1-8,30910,A座220,消防工程系
消防法规,2,李耀庄,教授,004480,,27/2,,"消防1702,消防1701",9-16,10304,A座208,消防工程系
消防法规,2,李耀庄,教授,004480,,27/2,,"消防1702,消防1701",9-16,30910,A座208,消防工程系
马克思主义基本原理概论,3,黄炎平,教授,004482,,27/2,,"消防1701,消防1702",1-16,30102,B座111,马克思基本原理教研室
传热学,3,易亮,教授,004484,,27/2,,"消防1701,消防1702",5-16,10708,A座208,消防工程系
传热学,3,易亮,教授,004484,,27/2,,"消防1701,消防1702",5-16,40506,A座218,消防工程系
流体力学A,3.5,谢晓晴,副教授,004488,,27/2,,"消防1701,消防1702",1-14,20102,A座318,力学系
流体力学A,3.5,谢晓晴,副教授,004488,,27/2,,"消防1701,消防1702",1-14,40304,A座318,力学系
形势与政策,1,杨鹰,讲师（高校）,004494,,167/7,,"工力1702,土木国际1702,工力1701,土木国际1701,土木天佑1701,消防1701,消防1702","7,13",20506,B座312,形势与政策教研中心
创新创业导论,2,"王聪,胡友旺","副教授,副教授",004496,,89/3,,"工力1701,工力1702,工商1701",1-16,10708,C座304,创新创业教研室
土木工程材料B,2,董荣珍,副教授,004498,,51/2,,"工力1701,工力1702",3-10,10910,C座207,土木工程材料研究所
土木工程材料B,2,董荣珍,副教授,004498,,51/2,,"工力1701,工力1702",3-10,40102,C座304,土木工程材料研究所
马克思主义基本原理概论,3,丁果,高级教师（中学）,004500,,51/2,,"工力1702,工力1701",1-16,30304,B座111,马克思基本原理教研室
材料力学A,5,邹春伟,教授,004502,,51/2,,"工力1701,工力1702",1-16,10102,A座122,力学系
材料力学A,5,邹春伟,教授,004502,,51/2,,"工力1701,工力1702",1-16,20102,A座122,力学系
材料力学A,5,邹春伟,教授,004502,,51/2,,"工力1701,工力1702",1-16,40304,A座122,力学系
复变函数与积分变换,2.5,郭孔华,讲师（高校）,004504,,0/4,,"工力1702,工力1701,微电子1701,微电子1702",1-10,20304,B座212,应用数学与应用软件系
复变函数与积分变换,2.5,郭孔华,讲师（高校）,004504,,0/4,,"工力1702,工力1701,微电子1701,微电子1702",1-10,40506,B座110,应用数学与应用软件系
流体力学A,3.5,谢晓晴,副教授,004506,,51/2,,"工力1701,工力1702",1-14,10304,C座407,力学系
流体力学A,3.5,谢晓晴,副教授,004506,,51/2,,"工力1701,工力1702",1-14,30102,A座318,力学系
大学生心理健康教育,1,江胜珍,副教授,004509,,95/3,,"土木安全类1821,土木安全类1820,土木安全类1819",9-16,40708,C座112,思想政治教育系
大学生心理健康教育,1,江胜珍,副教授,004510,,94/3,,"土木安全类1817,土木安全类1816,土木安全类1818",9-16,20708,C座111,思想政治教育系
大学生心理健康教育,1,江胜珍,副教授,004513,,96/3,,"土木安全类1811,土木安全类1812,土木安全类1810",9-16,50506,C座111,思想政治教育系
大学生心理健康教育,1,屈明珍,副教授,004514,,88/3,,"土木安全类1828,土木安全类1830,土木安全类1829",9-16,20708,C座203,思想政治教育系
大学生心理健康教育,1,屈明珍,副教授,004515,,72/3,,"土木安全类1823,土木安全类1824,土木安全类1822",9-16,40304,C座307,思想政治教育系
大学生心理健康教育,1,江胜珍,副教授,004519,,96/3,,"土木安全类1814,土木安全类1813,土木安全类1815",9-16,20506,C座111,思想政治教育系
大学生心理健康教育,1,贺才乐,教授,004528,,95/3,,"土木安全类1806,土木安全类1804,土木安全类1805",9-16,40708,A座101,思想政治教育系
大学生心理健康教育,1,江胜珍,副教授,004532,,95/3,,"土木安全类1807,土木安全类1809,土木安全类1808",9-16,40506,C座111,思想政治教育系
大学生心理健康教育,1,贺才乐,教授,004534,,102/3,,"土木安全类1803,土木安全类1802,土木安全类1801",9-16,20506,A座310,思想政治教育系
大学生心理健康教育,1,屈明珍,副教授,004538,,67/3,,"土木安全类1827,土木安全类1825,土木安全类1826",9-16,50304,C座307,思想政治教育系
线性代数,2,刘路,研究员,004578,,104/4,,"土木安全类1822,土木安全类1821,土木安全类1824,土木安全类1823",1-8,20102,C座307,高等数学教学研究中心
线性代数,2,刘路,研究员,004578,,104/4,,"土木安全类1822,土木安全类1821,土木安全类1824,土木安全类1823",1-8,40304,C座307,高等数学教学研究中心
线性代数,2,吴锦标,副教授,004580,,127/4,,"土木安全类1812,土木安全类1811,土木安全类1809,土木安全类1810",1-8,30910,C座510,高等数学教学研究中心
线性代数,2,吴锦标,副教授,004580,,127/4,,"土木安全类1812,土木安全类1811,土木安全类1809,土木安全类1810",1-8,10506,C座510,高等数学教学研究中心
线性代数,2,梁瑞喜,副教授,004581,,127/4,,"土木安全类1816,土木安全类1815,土木安全类1813,土木安全类1814",1-8,30102,C座103,高等数学教学研究中心
线性代数,2,梁瑞喜,副教授,004581,,127/4,,"土木安全类1816,土木安全类1815,土木安全类1813,土木安全类1814",1-8,10304,C座103,高等数学教学研究中心
线性代数,2,刘路,研究员,004597,,126/4,,"土木安全类1819,土木安全类1820,土木安全类1818,土木安全类1817",1-8,30304,C座307,高等数学教学研究中心
线性代数,2,刘路,研究员,004597,,126/4,,"土木安全类1819,土木安全类1820,土木安全类1818,土木安全类1817",1-8,10102,C座307,高等数学教学研究中心
线性代数,2,梁瑞喜,副教授,004600,,86/4,,"土木安全类1826,土木安全类1827,土木安全类1825,土木安全类1828",1-8,20102,C座103,高等数学教学研究中心
线性代数,2,梁瑞喜,副教授,004600,,86/4,,"土木安全类1826,土木安全类1827,土木安全类1825,土木安全类1828",1-8,40304,C座103,高等数学教学研究中心
形势与政策,2,黄永鹏,教授,004604,,155/6,,"土木安全类1820,土木安全类1824,土木安全类1823,土木安全类1825,土木安全类1822,土木安全类1821","8,14",30506,D座110,形势与政策教研中心
形势与政策,2,杨鹰,讲师（高校）,004615,,160/5,,"土木安全类1810,土木安全类1811,土木安全类1813,土木安全类1814,土木安全类1812","8,14",10910,C座105,形势与政策教研中心
形势与政策,2,黄永鹏,教授,004620,,170/6,,"土木安全类1830,土木安全类1827,土木安全类1829,土木安全类1831,土木安全类1826,土木安全类1828","8,14",30708,D座125,形势与政策教研中心
形势与政策,2,杨鹰,讲师（高校）,004621,,127/4,,"土木安全类1804,土木安全类1805,土木安全类1806,土木安全类1807","8,14",50910,B座311,形势与政策教研中心
形势与政策,2,杨鹰,讲师（高校）,004629,,157/5,,"土木安全类1819,土木安全类1816,土木安全类1818,土木安全类1815,土木安全类1817","8,14",30506,B座319,形势与政策教研中心
大学英语（二）,3,周婵秀,副教授,004632,,31/1,,土木安全类1803,1-16,20304,外语网络楼116,大学外语部
大学英语（二）,3,周婵秀,副教授,004632,,31/1,,土木安全类1803,1-16,40304,外语网络楼445,大学外语部
大学英语（二）,3,杨奕,讲师（高校）,004633,,31/1,,土木安全类1819,1-16,20102,A座322,大学外语部
大学英语（二）,3,杨奕,讲师（高校）,004633,,31/1,,土木安全类1819,1-16,50102,外语网络楼344,大学外语部
大学英语（二）,3,夏玉芳,副教授,004634,,31/1,,土木安全类1816,1-16,40506,A座123,大学外语部
大学英语（二）,3,夏玉芳,副教授,004634,,31/1,,土木安全类1816,1-16,10708,外语网络楼346,大学外语部
大学英语（二）,3,熊佳荣,副教授,004635,,32/1,,土木安全类1820,1-16,40506,A座322,大学外语部
大学英语（二）,3,熊佳荣,副教授,004635,,32/1,,土木安全类1820,1-16,20304,外语网络楼446,大学外语部
大学英语（二）,3,印晓红,副教授,004636,,31/1,,土木安全类1818,1-16,50102,外语网络楼346,大学外语部
大学英语（二）,3,印晓红,副教授,004636,,31/1,,土木安全类1818,1-16,10304,A座124,大学外语部
大学英语（二）,3,刘光辉,副教授,004637,,32/1,,土木安全类1811,1-16,40708,外语网络楼223,大学外语部
大学英语（二）,3,刘光辉,副教授,004637,,32/1,,土木安全类1811,1-16,20102,外语网络楼116,大学外语部
大学英语（二）,3,彭灿辉,讲师（高校）,004638,,19/1,,土木安全类1828,1-16,40708,外语网络楼105,大学外语部
大学英语（二）,3,彭灿辉,讲师（高校）,004638,,19/1,,土木安全类1828,1-16,10102,外语网络楼230,大学外语部
大学英语（二）,3,张辉平,副教授,004639,,29/1,,土木安全类1822,1-16,30102,外语网络楼116,大学外语部
大学英语（二）,3,张辉平,副教授,004639,,29/1,,土木安全类1822,1-16,50102,外语网络楼227,大学外语部
大学英语（二）,3,杨艳华,讲师（高校）,004640,,32/1,,土木安全类1821,1-16,10506,外语网络楼116,大学外语部
大学英语（二）,3,杨艳华,讲师（高校）,004640,,32/1,,土木安全类1821,1-16,50102,外语网络楼447,大学外语部
大学英语（二）,3,任秀,讲师（高校）,004641,,31/1,,土木安全类1805,1-16,40304,A座321,大学外语部
大学英语（二）,3,任秀,讲师（高校）,004641,,31/1,,土木安全类1805,1-16,10708,外语网络楼230,大学外语部
大学英语（二）,3,王冰,讲师（高校）,004642,,31/1,,土木安全类1809,1-16,20102,外语网络楼230,大学外语部
大学英语（二）,3,王冰,讲师（高校）,004642,,31/1,,土木安全类1809,1-16,50506,A座123,大学外语部
大学英语（二）,3,张忻,副教授,004643,,31/1,,土木安全类1813,1-16,40102,外语网络楼346,大学外语部
大学英语（二）,3,张忻,副教授,004643,,31/1,,土木安全类1813,1-16,20304,A座222,大学外语部
大学英语（二）,3,谭雪梅,副教授,004644,,21/1,,土木安全类1827,1-16,20304,外语网络楼232,大学外语部
大学英语（二）,3,谭雪梅,副教授,004644,,21/1,,土木安全类1827,1-16,50102,A座322,大学外语部
大学英语（二）,3,范头姣,副教授,004645,,25/1,,土木安全类1824,1-16,10304,外语网络楼231,大学外语部
大学英语（二）,3,范头姣,副教授,004645,,25/1,,土木安全类1824,1-16,40102,A座123,大学外语部
大学英语（二）,3,陈晓勤,讲师（高校）,004646,,32/1,,土木安全类1810,1-16,10708,A座123,大学外语部
大学英语（二）,3,陈晓勤,讲师（高校）,004646,,32/1,,土木安全类1810,1-16,30304,外语网络楼225,大学外语部
大学英语（二）,3,张莉,副教授,004647,,35/1,,土木安全类1830,1-16,10304,A座222,大学外语部
大学英语（二）,3,张莉,副教授,004647,,35/1,,土木安全类1830,1-16,40506,外语网络楼229,大学外语部
大学英语（二）,3,旷剑敏,副教授,004648,,34/1,,土木安全类1831,1-16,10304,外语网络楼229,大学外语部
大学英语（二）,3,旷剑敏,副教授,004648,,34/1,,土木安全类1831,1-16,40102,A座123,大学外语部
大学英语（二）,3,李芸昕,讲师（高校）,004649,,33/1,,土木安全类1802,1-16,10506,外语网络楼346,大学外语部
大学英语（二）,3,李芸昕,讲师（高校）,004649,,33/1,,土木安全类1802,1-16,40102,A座322,大学外语部
大学英语（二）,3,李俊芳,副教授,004650,,33/1,,土木安全类1814,1-16,10506,外语网络楼232,大学外语部
大学英语（二）,3,李俊芳,副教授,004650,,33/1,,土木安全类1814,1-16,50708,A座123,大学外语部
大学英语（二）,3,佘烨,副教授,004651,,27/1,,土木安全类1826,1-16,30304,外语网络楼447,大学外语部
大学英语（二）,3,佘烨,副教授,004651,,27/1,,土木安全类1826,1-16,10102,外语网络楼114,大学外语部
大学英语（二）,3,刘羽,副教授,004652,,32/1,,土木安全类1804,1-16,50304,外语网络楼445,大学外语部
大学英语（二）,3,刘羽,副教授,004652,,32/1,,土木安全类1804,1-16,20304,A座124,大学外语部
大学英语（二）,3,唐陆军,讲师（高校）,004653,,32/1,,土木安全类1808,1-16,50708,外语网络楼116,大学外语部
大学英语（二）,3,唐陆军,讲师（高校）,004653,,32/1,,土木安全类1808,1-16,20506,外语网络楼229,大学外语部
大学英语（二）,3,叶茜,讲师（高校）,004654,,32/1,,土木安全类1806,1-16,10708,外语网络楼454,大学外语部
大学英语（二）,3,叶茜,讲师（高校）,004654,,32/1,,土木安全类1806,1-16,50708,A座322,大学外语部
大学英语（二）,3,徐筠,副教授,004655,,34/1,,土木安全类1829,1-16,20102,A座319,大学外语部
大学英语（二）,3,徐筠,副教授,004655,,34/1,,土木安全类1829,1-16,50304,外语网络楼351,大学外语部
大学英语（二）,3,熊爱平,讲师（高校）,004656,,32/1,,土木安全类1807,1-16,10708,外语网络楼353,大学外语部
大学英语（二）,3,熊爱平,讲师（高校）,004656,,32/1,,土木安全类1807,1-16,50506,A座124,大学外语部
大学英语（二）,3,胡敏文,副教授,004657,,18/1,,土木安全类1823,1-16,30102,外语网络楼103,大学外语部
大学英语（二）,3,胡敏文,副教授,004657,,18/1,,土木安全类1823,1-16,10506,外语网络楼345,大学外语部
大学英语（二）,3,谢红月,副教授,004658,,38/1,,土木安全类1801,1-16,40506,A座319,大学外语部
大学英语（二）,3,谢红月,副教授,004658,,38/1,,土木安全类1801,1-16,10708,外语网络楼351,大学外语部
大学英语（二）,3,王华玲,副教授,004659,,32/1,,土木安全类1817,1-16,10304,A座321,大学外语部
大学英语（二）,3,王华玲,副教授,004659,,32/1,,土木安全类1817,1-16,50506,外语网络楼231,大学外语部
大学英语（二）,3,莫友元,教授,004660,,32/1,,土木安全类1815,1-16,20102,A座321,大学外语部
大学英语（二）,3,莫友元,教授,004660,,32/1,,土木安全类1815,1-16,40304,外语网络楼137,大学外语部
大学英语（二）,3,成兆英,讲师（高校）,004661,,32/1,,土木安全类1812,1-16,10102,外语网络楼225,大学外语部
大学英语（二）,3,成兆英,讲师（高校）,004661,,32/1,,土木安全类1812,1-16,30304,A座222,大学外语部
大学英语（二）,3,陈慧,讲师（高校）,004662,,19/1,,土木安全类1825,1-16,20304,外语网络楼227,大学外语部
大学英语（二）,3,陈慧,讲师（高校）,004662,,19/1,,土木安全类1825,1-16,40102,外语网络楼102,大学外语部
计算机程序设计基础（C++）,3,杨长兴,教授,004663,,94/3,,"土木安全类1804,土木安全类1803,土木安全类1805",1-12,20708,B座110,计算机基础教学中心
计算机程序设计基础（C++）,3,杨长兴,教授,004663,,94/3,,"土木安全类1804,土木安全类1803,土木安全类1805",1-12,40102,B座110,计算机基础教学中心
计算机程序设计基础（C++）,3,杨长兴,教授,004667,,94/3,,"土木安全类1819,土木安全类1820,土木安全类1818",1-12,20506,B座110,计算机基础教学中心
计算机程序设计基础（C++）,3,杨长兴,教授,004667,,94/3,,"土木安全类1819,土木安全类1820,土木安全类1818",1-12,40304,B座110,计算机基础教学中心
计算机程序设计基础（C++）,3,曾铭涛,讲师（高校）,004671,,61/2,,"土木安全类1821,土木安全类1822",1-12,50708,C座207,计算机基础教学中心
计算机程序设计基础（C++）,3,曾铭涛,讲师（高校）,004671,,61/2,,"土木安全类1821,土木安全类1822",1-12,20708,C座207,计算机基础教学中心
计算机程序设计基础（C++）,3,刘雄鹰,副教授,004673,,95/3,,"土木安全类1809,土木安全类1810,土木安全类1811",1-12,40304,C座109,计算机基础教学中心
计算机程序设计基础（C++）,3,刘雄鹰,副教授,004673,,95/3,,"土木安全类1809,土木安全类1810,土木安全类1811",1-12,20506,C座108,计算机基础教学中心
计算机程序设计基础（C++）,3,李大扬,工程师,004675,,40/2,,"土木安全类1827,土木安全类1828",1-12,50506,B座309,计算机基础教学中心
计算机程序设计基础（C++）,3,李大扬,工程师,004675,,40/2,,"土木安全类1827,土木安全类1828",1-12,30304,A座206,计算机基础教学中心
计算机程序设计基础（C++）,3,刘雄鹰,副教授,004676,,52/2,,"土木安全类1824,土木安全类1826",1-12,10910,C座108,计算机基础教学中心
计算机程序设计基础（C++）,3,刘雄鹰,副教授,004676,,52/2,,"土木安全类1824,土木安全类1826",1-12,30910,C座108,计算机基础教学中心
计算机程序设计基础（C++）,3,曾铭涛,讲师（高校）,004678,,69/2,,"土木安全类1831,土木安全类1830",1-12,40708,C座207,计算机基础教学中心
计算机程序设计基础（C++）,3,曾铭涛,讲师（高校）,004678,,69/2,,"土木安全类1831,土木安全类1830",1-12,20506,C座207,计算机基础教学中心
计算机程序设计基础（C++）,3,李力,讲师（高校）,004685,,96/3,,"土木安全类1808,土木安全类1807,土木安全类1806",1-12,20304,A座204,计算机基础教学中心
计算机程序设计基础（C++）,3,李力,讲师（高校）,004685,,96/3,,"土木安全类1808,土木安全类1807,土木安全类1806",1-12,50102,A座204,计算机基础教学中心
计算机程序设计基础（C++）,3,李大扬,工程师,004689,,71/2,,"土木安全类1801,土木安全类1802",1-12,30910,B座309,计算机基础教学中心
计算机程序设计基础（C++）,3,李大扬,工程师,004689,,71/2,,"土木安全类1801,土木安全类1802",1-12,50708,B座309,计算机基础教学中心
计算机程序设计基础（C++）,3,刘胤宏,讲师（高校）,004691,,95/3,,"土木安全类1816,土木安全类1815,土木安全类1817",1-12,40102,C座104,计算机基础教学中心
计算机程序设计基础（C++）,3,刘胤宏,讲师（高校）,004691,,95/3,,"土木安全类1816,土木安全类1815,土木安全类1817",1-12,10910,A座104,计算机基础教学中心
计算机程序设计基础（C++）,3,曾铭涛,讲师（高校）,004692,,96/3,,"土木安全类1813,土木安全类1812,土木安全类1814",1-12,20910,C座207,计算机基础教学中心
计算机程序设计基础（C++）,3,曾铭涛,讲师（高校）,004692,,96/3,,"土木安全类1813,土木安全类1812,土木安全类1814",1-12,40506,C座207,计算机基础教学中心
高等数学A2（二）,5,刘碧玉,教授,004702,,104/4,,"土木安全类1823,土木安全类1821,土木安全类1822,土木安全类1824",1-16,10102,C座210,高等数学教学研究中心
高等数学A2（二）,5,刘碧玉,教授,004702,,104/4,,"土木安全类1823,土木安全类1821,土木安全类1822,土木安全类1824",1-16,30304,C座210,高等数学教学研究中心
高等数学A2（二）,5,刘碧玉,教授,004702,,104/4,,"土木安全类1823,土木安全类1821,土木安全类1822,土木安全类1824",1-16,50506,C座210,高等数学教学研究中心
高等数学A2（二）,5,杨文胜,副教授,004703,,127/4,,"土木安全类1808,土木安全类1805,土木安全类1806,土木安全类1807",1-16,50506,C座105,高等数学教学研究中心
高等数学A2（二）,5,杨文胜,副教授,004703,,127/4,,"土木安全类1808,土木安全类1805,土木安全类1806,土木安全类1807",1-16,10304,C座109,高等数学教学研究中心
高等数学A2（二）,5,杨文胜,副教授,004703,,127/4,,"土木安全类1808,土木安全类1805,土木安全类1806,土木安全类1807",1-16,30102,C座304,高等数学教学研究中心
高等数学A2（二）,5,张鸿雁,教授,004704,,127/4,,"土木安全类1811,土木安全类1809,土木安全类1810,土木安全类1812",1-16,50304,C座205,高等数学教学研究中心
高等数学A2（二）,5,张鸿雁,教授,004704,,127/4,,"土木安全类1811,土木安全类1809,土木安全类1810,土木安全类1812",1-16,10708,C座204,高等数学教学研究中心
高等数学A2（二）,5,张鸿雁,教授,004704,,127/4,,"土木安全类1811,土木安全类1809,土木安全类1810,土木安全类1812",1-16,20304,C座205,高等数学教学研究中心
高等数学A2（二）,5,李军英,副教授,004705,,127/4,,"土木安全类1816,土木安全类1815,土木安全类1813,土木安全类1814",1-16,30304,C座204,高等数学教学研究中心
高等数学A2（二）,5,李军英,副教授,004705,,127/4,,"土木安全类1816,土木安全类1815,土木安全类1813,土木安全类1814",1-16,50506,C座204,高等数学教学研究中心
高等数学A2（二）,5,李军英,副教授,004705,,127/4,,"土木安全类1816,土木安全类1815,土木安全类1813,土木安全类1814",1-16,10102,C座204,高等数学教学研究中心
高等数学A2（二）,5,鲁大庆（外聘）,副教授,004717,,134/4,,"软件工程1805,土木安全类1829,土木安全类1830,土木安全类1831",1-16,10708,C座407,高等数学教学研究中心
高等数学A2（二）,5,鲁大庆（外聘）,副教授,004717,,134/4,,"软件工程1805,土木安全类1829,土木安全类1830,土木安全类1831",1-16,50708,C座407,高等数学教学研究中心
高等数学A2（二）,5,鲁大庆（外聘）,副教授,004717,,134/4,,"软件工程1805,土木安全类1829,土木安全类1830,土木安全类1831",1-16,30102,C座407,高等数学教学研究中心
高等数学A2（二）,5,任叶庆,副教授,004720,,134/4,,"土木安全类1803,土木安全类1801,土木安全类1804,土木安全类1802",1-16,30304,B座112,高等数学教学研究中心
高等数学A2（二）,5,任叶庆,副教授,004720,,134/4,,"土木安全类1803,土木安全类1801,土木安全类1804,土木安全类1802",1-16,10304,B座112,高等数学教学研究中心
高等数学A2（二）,5,任叶庆,副教授,004720,,134/4,,"土木安全类1803,土木安全类1801,土木安全类1804,土木安全类1802",1-16,50102,B座113,高等数学教学研究中心
高等数学A2（二）,5,秦宣云,教授,004721,,126/4,,"土木安全类1818,土木安全类1817,土木安全类1819,土木安全类1820",1-16,50304,C座303,高等数学教学研究中心
高等数学A2（二）,5,秦宣云,教授,004721,,126/4,,"土木安全类1818,土木安全类1817,土木安全类1819,土木安全类1820",1-16,30102,C座303,高等数学教学研究中心
高等数学A2（二）,5,秦宣云,教授,004721,,126/4,,"土木安全类1818,土木安全类1817,土木安全类1819,土木安全类1820",1-16,10708,C座303,高等数学教学研究中心
高等数学A2（二）,5,刘庆平,教授,004724,,86/4,,"土木安全类1826,土木安全类1827,土木安全类1828,土木安全类1825",1-16,10304,C座308,高等数学教学研究中心
高等数学A2（二）,5,刘庆平,教授,004724,,86/4,,"土木安全类1826,土木安全类1827,土木安全类1828,土木安全类1825",1-16,50708,C座308,高等数学教学研究中心
高等数学A2（二）,5,刘庆平,教授,004724,,86/4,,"土木安全类1826,土木安全类1827,土木安全类1828,土木安全类1825",1-16,30102,C座308,高等数学教学研究中心
工程制图（二）,1.5,戴伟,副教授,004725,,63/2,,"土木安全类1803,土木安全类1804",1-6,30102,A座115,建筑工程系
工程制图（二）,1.5,戴伟,副教授,004725,,63/2,,"土木安全类1803,土木安全类1804",1-6,10708,A座114,建筑工程系
工程制图（二）,1.5,胡文,副教授,004727,,63/2,,"土木安全类1817,土木安全类1816",1-6,40304,A座113,建筑工程系
工程制图（二）,1.5,胡文,副教授,004727,,63/2,,"土木安全类1817,土木安全类1816",1-6,20102,A座113,建筑工程系
